@relation dataset_preprocessed-weka.filters.unsupervised.attribute.NumericToNominal-R2_clustered

@attribute Instance_number numeric
@attribute CdS {CdS1,CdS2,CdS3}
@attribute Coorte {2010,2011,2012,2013,2014,2015,2016}
@attribute Genere {M,F}
@attribute Voto_test numeric
@attribute Crediti_convoto numeric
@attribute Crediti_totali numeric
@attribute Voto_medio numeric
@attribute Scuola_provenienza {LC,LS,TC,IT,Altro,IP}
@attribute Esame_Matematica {EsameMatematica,'Non superato'}
@attribute Voto_Matematica numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
968,CdS2,2015,M,-1.39378,-1.00801,-1.126094,0.341705,LS,EsameMatematica,0.380647,cluster2
969,CdS2,2015,M,0.191407,1.411528,1.320008,0.459528,IT,EsameMatematica,0.380647,cluster1
970,CdS2,2015,F,-0.403038,0.121108,0.096957,0.695173,LS,EsameMatematica,1.02318,cluster0
971,CdS2,2015,M,-0.20489,1.411528,1.320008,0.930819,Altro,EsameMatematica,1.02318,cluster1
972,CdS2,2015,M,0.389555,-1.00801,-1.126094,-0.011763,IT,'Non superato',-1.822323,cluster3
973,CdS2,2015,M,0.191407,-0.3628,-0.514568,0.341705,Altro,EsameMatematica,0.472438,cluster0
974,CdS2,2015,M,-0.403038,0.28241,0.096957,0.341705,IT,'Non superato',-1.822323,cluster3
975,CdS2,2015,M,-1.988224,-1.65322,-1.584738,-2.603863,TC,'Non superato',-1.822323,cluster3
976,CdS2,2015,M,-2.830354,-1.65322,-1.584738,-2.603863,TC,'Non superato',-1.822323,cluster3
977,CdS2,2015,M,-0.997483,-0.3628,-0.361687,0.812996,TC,EsameMatematica,0.839599,cluster0
978,CdS2,2015,M,0.191407,0.28241,0.096957,0.341705,IT,EsameMatematica,0.288857,cluster0
979,CdS2,2015,F,0.785851,1.411528,1.320008,0.930819,LS,EsameMatematica,1.02318,cluster1
980,CdS2,2015,M,-2.186373,0.28241,0.249839,0.577351,Altro,EsameMatematica,0.564228,cluster0
981,CdS2,2015,M,-0.799335,-0.3628,-0.514568,0.459528,IT,'Non superato',-1.822323,cluster3
982,CdS2,2015,M,-0.997483,-1.00801,-1.126094,0.341705,TC,'Non superato',-1.822323,cluster3
983,CdS2,2015,M,-0.799335,0.121108,0.096957,0.223882,TC,EsameMatematica,0.380647,cluster0
984,CdS2,2015,F,-0.997483,-0.3628,-0.514568,0.459528,LS,EsameMatematica,0.564228,cluster2
985,CdS2,2015,M,-1.195631,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
986,CdS2,2015,M,-1.591928,-0.3628,-0.361687,0.10606,IT,EsameMatematica,0.197066,cluster2
987,CdS2,2015,M,-0.601186,-1.00801,-0.973212,0.10606,IT,EsameMatematica,0.288857,cluster2
988,CdS2,2015,M,0.785851,-0.3628,-0.514568,0.812996,Altro,EsameMatematica,0.747809,cluster0
989,CdS2,2015,M,-1.195631,0.28241,0.096957,0.459528,TC,EsameMatematica,0.472438,cluster0
990,CdS2,2015,M,-0.799335,-0.3628,-0.514568,0.577351,IT,EsameMatematica,0.288857,cluster2
991,CdS2,2015,M,0.191407,1.411528,1.167127,0.577351,IT,EsameMatematica,0.839599,cluster1
992,CdS2,2015,M,-1.39378,-0.3628,-0.514568,0.459528,IT,EsameMatematica,0.93139,cluster0
993,CdS2,2015,M,-0.006742,-0.3628,-0.514568,0.812996,LS,EsameMatematica,0.839599,cluster0
994,CdS2,2015,M,-0.403038,0.28241,0.249839,0.341705,IT,EsameMatematica,-0.078305,cluster0
995,CdS2,2015,M,-0.403038,0.766318,0.555601,0.459528,IP,EsameMatematica,0.472438,cluster0
996,CdS2,2015,M,-0.997483,-0.3628,-0.361687,0.223882,Altro,EsameMatematica,0.472438,cluster2
997,CdS2,2015,M,-1.195631,0.28241,0.249839,-0.011763,Altro,EsameMatematica,0.013485,cluster0
998,CdS2,2015,M,0.191407,0.121108,-0.055924,0.341705,IT,EsameMatematica,0.656018,cluster0
999,CdS2,2015,M,-1.39378,-0.3628,-0.514568,0.223882,TC,EsameMatematica,0.288857,cluster2
1000,CdS2,2015,M,-0.799335,-0.3628,-0.514568,0.10606,LS,EsameMatematica,0.013485,cluster2
1001,CdS2,2015,M,-0.997483,-1.65322,-1.584738,-2.603863,Altro,EsameMatematica,0.380647,cluster2
1002,CdS2,2015,M,0.587703,-0.3628,-0.361687,0.812996,LS,EsameMatematica,0.93139,cluster0
1003,CdS2,2015,M,-0.799335,0.121108,-0.055924,0.341705,IT,EsameMatematica,0.380647,cluster0
1004,CdS2,2015,M,0.389555,0.28241,0.096957,0.10606,IP,EsameMatematica,0.380647,cluster0
1005,CdS2,2015,F,-2.780817,-1.65322,-1.584738,-2.603863,Altro,EsameMatematica,0.380647,cluster2
1006,CdS2,2015,M,0.785851,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
1007,CdS2,2015,F,-0.997483,-0.3628,-0.514568,0.459528,TC,EsameMatematica,0.656018,cluster2
1008,CdS2,2015,M,-0.601186,-0.3628,-0.514568,0.223882,IT,'Non superato',-1.822323,cluster3
1009,CdS2,2015,M,-0.20489,-0.3628,-0.514568,0.695173,IT,EsameMatematica,0.747809,cluster0
1010,CdS2,2015,M,0.587703,1.411528,1.167127,0.695173,IT,EsameMatematica,0.93139,cluster1
1011,CdS2,2015,M,0.785851,0.121108,-0.055924,0.223882,LS,EsameMatematica,0.564228,cluster0
1012,CdS3,2015,F,0.587703,0.121108,0.096957,0.10606,LS,EsameMatematica,0.747809,cluster0
1013,CdS3,2015,M,1.380296,1.411528,1.320008,0.812996,LS,EsameMatematica,0.93139,cluster1
1014,CdS3,2015,M,0.785851,0.443713,0.40272,0.459528,LS,EsameMatematica,0.656018,cluster0
1015,CdS3,2015,F,0.785851,-0.3628,-0.361687,0.341705,LS,'Non superato',-1.822323,cluster3
1016,CdS3,2015,M,1.182148,-0.846707,-0.820331,0.695173,LS,EsameMatematica,-0.078305,cluster2
1017,CdS3,2015,M,1.182148,0.121108,0.096957,0.341705,LS,EsameMatematica,0.656018,cluster0
1018,CdS3,2015,M,0.389555,0.443713,0.40272,0.341705,LS,EsameMatematica,0.288857,cluster0
1019,CdS3,2015,F,-0.20489,-0.846707,-0.973212,-0.247409,LS,'Non superato',-1.822323,cluster3
1020,CdS3,2015,F,0.984,1.411528,1.320008,0.577351,LS,EsameMatematica,0.564228,cluster1
1021,CdS3,2015,M,0.984,0.92762,0.861364,0.341705,LS,EsameMatematica,0.472438,cluster1
1022,CdS3,2015,M,1.182148,1.411528,1.320008,0.695173,LS,EsameMatematica,0.747809,cluster1
1023,CdS3,2015,M,0.785851,-0.3628,-0.361687,0.341705,LS,EsameMatematica,0.380647,cluster0
1024,CdS3,2015,M,1.380296,0.443713,0.40272,0.341705,LS,EsameMatematica,0.197066,cluster0
1025,CdS3,2015,F,0.785851,0.92762,0.861364,0.341705,LS,EsameMatematica,0.288857,cluster1
1026,CdS3,2015,F,-0.403038,-0.846707,-0.820331,0.223882,LS,EsameMatematica,0.564228,cluster2
1027,CdS3,2015,M,0.984,1.411528,1.320008,0.812996,LS,EsameMatematica,0.93139,cluster1
1028,CdS3,2015,F,0.587703,-0.3628,-0.361687,0.341705,LS,EsameMatematica,0.564228,cluster0
1029,CdS3,2015,F,0.785851,0.92762,0.861364,0.459528,LS,EsameMatematica,0.380647,cluster1
1030,CdS3,2015,M,1.380296,0.92762,0.708483,0.930819,LS,EsameMatematica,1.02318,cluster1
1031,CdS3,2015,M,1.182148,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
1032,CdS3,2015,M,1.182148,0.92762,0.861364,0.695173,LS,EsameMatematica,0.564228,cluster1
1033,CdS3,2015,M,1.182148,1.411528,1.320008,1.048642,Altro,EsameMatematica,1.02318,cluster1
1034,CdS3,2015,M,1.380296,0.92762,0.708483,0.577351,LC,EsameMatematica,0.656018,cluster1
1035,CdS3,2015,M,1.182148,0.121108,-0.055924,0.341705,LS,EsameMatematica,0.197066,cluster0
1036,CdS3,2015,F,0.785851,-0.3628,-0.361687,0.10606,Altro,EsameMatematica,0.747809,cluster0
1037,CdS3,2015,F,-0.20489,-0.846707,-0.973212,0.223882,LC,'Non superato',-1.822323,cluster3
1038,CdS3,2015,M,0.389555,0.92762,0.708483,0.341705,LS,EsameMatematica,0.472438,cluster1
1039,CdS3,2015,M,1.182148,0.92762,0.861364,0.695173,LS,EsameMatematica,0.472438,cluster1
1040,CdS3,2015,F,-0.403038,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
1041,CdS3,2015,M,0.785851,-0.3628,-0.514568,0.577351,LS,'Non superato',-1.822323,cluster3
1042,CdS3,2015,M,0.389555,0.443713,0.40272,-0.129586,IT,EsameMatematica,0.105276,cluster0
1043,CdS3,2015,M,1.182148,-1.169312,-1.126094,-0.483054,Altro,'Non superato',-1.822323,cluster3
1044,CdS1,2016,M,0.626339,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
1045,CdS1,2016,M,-0.902905,-0.524102,-0.514568,-0.247409,Altro,'Non superato',-1.822323,cluster3
1046,CdS1,2016,M,0.790187,0.766318,0.708483,0.223882,LS,EsameMatematica,0.105276,cluster0
1047,CdS1,2016,M,0.626339,1.411528,1.320008,0.577351,LS,EsameMatematica,0.747809,cluster1
1048,CdS1,2016,F,1.28173,0.766318,0.708483,0.223882,LS,EsameMatematica,0.380647,cluster1
1049,CdS1,2016,M,-0.083667,0.766318,0.708483,0.10606,LC,EsameMatematica,0.288857,cluster0
1050,CdS1,2016,M,0.080181,1.411528,1.167127,0.341705,LS,EsameMatematica,0.564228,cluster1
1051,CdS1,2016,M,0.189412,0.766318,0.708483,0.459528,LS,EsameMatematica,0.380647,cluster0
1052,CdS1,2016,M,0.954035,0.766318,0.555601,0.695173,LS,EsameMatematica,0.564228,cluster1
1053,CdS1,2016,M,0.134797,-0.201497,-0.208806,-0.129586,LS,EsameMatematica,0.013485,cluster2
1054,CdS1,2016,M,1.827889,-1.330615,-1.278975,-0.483054,LS,'Non superato',-1.822323,cluster3
1055,CdS1,2016,M,0.462492,0.766318,0.708483,0.341705,LS,EsameMatematica,0.013485,cluster0
1056,CdS1,2016,F,0.298644,1.088923,0.861364,0.341705,LC,EsameMatematica,0.197066,cluster1
1057,CdS1,2016,F,0.407876,0.766318,0.708483,0.459528,LC,EsameMatematica,0.472438,cluster0
1058,CdS1,2016,M,0.790187,1.411528,1.320008,0.812996,LS,EsameMatematica,0.747809,cluster1
1059,CdS1,2016,M,0.954035,0.766318,0.708483,0.695173,LS,EsameMatematica,0.747809,cluster1
1060,CdS1,2016,M,1.172498,-0.685405,-0.820331,0.10606,LC,EsameMatematica,0.197066,cluster2
1061,CdS1,2016,M,-1.612911,-0.846707,-0.820331,-0.129586,IT,EsameMatematica,0.197066,cluster2
1062,CdS1,2016,M,0.244028,-0.3628,-0.361687,0.10606,LS,EsameMatematica,0.288857,cluster2
1063,CdS1,2016,M,1.227114,0.766318,0.708483,0.459528,LS,EsameMatematica,0.656018,cluster1
1064,CdS1,2016,M,1.28173,1.411528,1.320008,0.459528,LS,EsameMatematica,0.380647,cluster1
1065,CdS1,2016,M,-0.520594,1.411528,1.320008,0.577351,Altro,EsameMatematica,0.93139,cluster1
1066,CdS1,2016,F,0.189412,0.121108,0.096957,0.223882,LC,EsameMatematica,0.380647,cluster0
1067,CdS1,2016,M,1.336346,1.411528,1.320008,0.459528,LS,EsameMatematica,0.93139,cluster1
1068,CdS1,2016,F,0.189412,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
1069,CdS1,2016,M,-0.138283,1.411528,1.320008,0.341705,LS,EsameMatematica,0.105276,cluster1
1070,CdS1,2016,M,-0.138283,-1.169312,-1.278975,-0.483054,IT,'Non superato',-1.822323,cluster3
1071,CdS1,2016,M,1.500193,1.411528,1.320008,0.930819,LS,EsameMatematica,1.02318,cluster1
1072,CdS1,2016,M,0.626339,-0.524102,-0.514568,-0.011763,LS,EsameMatematica,0.105276,cluster2
1073,CdS1,2016,M,0.844803,1.411528,1.320008,0.812996,LS,EsameMatematica,1.02318,cluster1
1074,CdS1,2016,M,-0.848289,0.121108,-0.055924,-0.011763,IP,'Non superato',-1.822323,cluster3
1075,CdS1,2016,M,0.571724,1.411528,1.320008,0.930819,LS,EsameMatematica,1.02318,cluster1
1076,CdS1,2016,M,0.298644,-1.169312,-1.278975,-0.011763,LS,'Non superato',-1.822323,cluster3
1077,CdS1,2016,M,-0.029051,0.766318,0.708483,0.459528,LS,EsameMatematica,0.197066,cluster0
1078,CdS1,2016,M,0.626339,1.411528,1.167127,0.695173,LS,EsameMatematica,1.02318,cluster1
1079,CdS1,2016,M,0.025565,1.411528,1.320008,0.695173,LS,EsameMatematica,0.656018,cluster1
1080,CdS1,2016,F,-0.029051,-0.685405,-0.66745,0.930819,LS,EsameMatematica,1.02318,cluster0
1081,CdS1,2016,M,0.735571,0.766318,0.708483,0.223882,LS,EsameMatematica,0.380647,cluster0
1082,CdS1,2016,M,0.134797,0.121108,-0.055924,-0.011763,LS,EsameMatematica,0.288857,cluster0
1083,CdS1,2016,F,0.571724,0.121108,0.096957,0.341705,LS,EsameMatematica,0.747809,cluster0
1084,CdS1,2016,M,-0.411362,-1.00801,-1.126094,-0.483054,LS,EsameMatematica,-0.170095,cluster2
1085,CdS1,2016,M,0.35326,-0.201497,-0.361687,0.341705,LS,EsameMatematica,0.013485,cluster2
1086,CdS1,2016,M,0.35326,-0.685405,-0.820331,-0.129586,LS,EsameMatematica,0.197066,cluster2
1087,CdS1,2016,M,-1.175984,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
1088,CdS1,2016,F,0.189412,-0.846707,-0.973212,0.10606,Altro,'Non superato',-1.822323,cluster3
1089,CdS1,2016,M,0.571724,-0.3628,-0.514568,0.341705,LC,EsameMatematica,0.472438,cluster0
1090,CdS1,2016,M,0.462492,1.411528,1.167127,-0.011763,LS,EsameMatematica,0.197066,cluster1
1091,CdS1,2016,M,-1.776759,-1.169312,-1.126094,-0.129586,LS,'Non superato',-1.822323,cluster3
1092,CdS1,2016,F,-2.104454,-1.65322,-1.584738,-2.603863,TC,'Non superato',-1.822323,cluster3
1093,CdS1,2016,M,1.554809,-0.201497,-0.361687,0.10606,IT,EsameMatematica,0.472438,cluster0
1094,CdS1,2016,M,0.134797,0.121108,0.096957,0.341705,LS,EsameMatematica,0.472438,cluster0
1095,CdS1,2016,M,0.954035,0.121108,-0.055924,-0.129586,LS,EsameMatematica,-0.170095,cluster0
1096,CdS1,2016,F,1.172498,0.443713,0.40272,0.577351,LS,EsameMatematica,0.564228,cluster0
1097,CdS1,2016,M,-0.411362,-1.65322,-1.584738,-2.603863,LC,'Non superato',-1.822323,cluster3
1098,CdS1,2016,M,0.462492,-0.201497,-0.208806,0.10606,LS,EsameMatematica,0.013485,cluster2
1099,CdS1,2016,F,-0.192899,-0.685405,-0.66745,0.341705,LS,'Non superato',-1.822323,cluster3
1100,CdS1,2016,M,-1.339832,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
1101,CdS1,2016,M,-0.247514,-0.3628,-0.514568,0.577351,LC,EsameMatematica,0.747809,cluster0
1102,CdS1,2016,F,-1.175984,-1.330615,-1.431856,-0.129586,Altro,'Non superato',-1.822323,cluster3
1103,CdS2,2016,M,-0.356746,-0.3628,0.096957,0.812996,LS,EsameMatematica,0.564228,cluster0
1104,CdS2,2016,F,0.080181,0.766318,0.861364,0.341705,LS,EsameMatematica,0.288857,cluster0
1105,CdS2,2016,M,-0.247514,0.28241,0.708483,0.930819,TC,EsameMatematica,0.93139,cluster0
1106,CdS2,2016,M,0.189412,1.411528,1.320008,0.577351,LS,EsameMatematica,0.472438,cluster1
1107,CdS2,2016,M,0.189412,0.121108,-0.055924,0.459528,IT,EsameMatematica,0.564228,cluster0
1108,CdS2,2016,M,-0.902905,-0.3628,-0.361687,0.577351,TC,EsameMatematica,0.564228,cluster0
1109,CdS2,2016,M,-0.247514,-1.00801,-1.126094,-0.483054,Altro,'Non superato',-1.822323,cluster3
1110,CdS2,2016,M,-1.121368,-0.3628,-0.514568,0.223882,Altro,EsameMatematica,0.747809,cluster2
1111,CdS2,2016,M,0.680955,0.28241,0.096957,0.695173,LS,EsameMatematica,0.747809,cluster0
1112,CdS2,2016,M,-1.394448,0.92762,0.861364,0.695173,Altro,EsameMatematica,0.747809,cluster0
1113,CdS2,2016,M,-0.465978,0.28241,0.096957,0.341705,IT,EsameMatematica,0.380647,cluster0
1114,CdS2,2016,M,0.954035,1.411528,1.320008,1.048642,LS,EsameMatematica,1.02318,cluster1
1115,CdS2,2016,M,-1.449064,-1.00801,-1.126094,0.341705,IT,'Non superato',-1.822323,cluster3
1116,CdS2,2016,M,-1.831375,-0.3628,-0.514568,0.223882,IT,EsameMatematica,0.380647,cluster2
1117,CdS2,2016,M,-1.066753,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
1118,CdS2,2016,M,-1.776759,-1.00801,-1.126094,-0.247409,TC,'Non superato',-1.822323,cluster3
1119,CdS2,2016,M,-1.012137,-1.00801,-1.126094,0.459528,IT,'Non superato',-1.822323,cluster3
1120,CdS2,2016,M,0.626339,0.766318,0.555601,0.459528,LS,EsameMatematica,1.02318,cluster1
1121,CdS2,2016,M,-0.520594,0.121108,-0.055924,0.10606,LS,EsameMatematica,0.288857,cluster0
1122,CdS2,2016,F,-0.684441,-0.3628,-0.514568,0.223882,LS,EsameMatematica,0.288857,cluster2
1123,CdS2,2016,M,-1.831375,-0.3628,-0.514568,0.459528,IP,'Non superato',-1.822323,cluster3
1124,CdS2,2016,M,0.189412,0.766318,0.708483,0.459528,TC,EsameMatematica,0.564228,cluster0
1125,CdS2,2016,M,1.28173,0.766318,0.708483,0.812996,IT,EsameMatematica,0.747809,cluster1
1126,CdS2,2016,M,-1.012137,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
1127,CdS2,2016,M,0.025565,-1.00801,-1.126094,0.459528,TC,EsameMatematica,0.013485,cluster2
1128,CdS2,2016,M,-0.739057,0.28241,0.249839,0.577351,TC,EsameMatematica,0.656018,cluster0
1129,CdS2,2016,M,0.080181,0.766318,0.708483,0.812996,IT,EsameMatematica,1.02318,cluster1
1130,CdS2,2016,M,0.298644,0.92762,0.708483,0.930819,IT,EsameMatematica,1.02318,cluster1
1131,CdS2,2016,M,0.571724,0.28241,0.096957,0.341705,LS,EsameMatematica,0.288857,cluster0
1132,CdS2,2016,M,0.571724,-1.00801,-1.126094,0.341705,IP,EsameMatematica,0.105276,cluster2
1133,CdS2,2016,M,-0.793673,0.766318,0.708483,0.577351,LS,EsameMatematica,1.02318,cluster0
1134,CdS2,2016,M,0.244028,-1.00801,-0.973212,0.459528,LS,EsameMatematica,0.472438,cluster2
1135,CdS2,2016,M,-1.339832,-1.00801,-1.126094,0.930819,IT,'Non superato',-1.822323,cluster3
1136,CdS2,2016,M,0.35326,-0.524102,-0.66745,0.812996,IT,EsameMatematica,1.02318,cluster0
1137,CdS2,2016,M,-1.175984,-0.3628,-0.514568,0.695173,IT,EsameMatematica,0.380647,cluster2
1138,CdS2,2016,M,-1.776759,-1.00801,-0.973212,-0.247409,IT,'Non superato',-1.822323,cluster3
1139,CdS2,2016,M,-0.684441,0.28241,0.096957,0.695173,IT,EsameMatematica,0.839599,cluster0
1140,CdS2,2016,M,1.063266,0.766318,0.708483,0.223882,LS,EsameMatematica,0.93139,cluster1
1141,CdS2,2016,M,-0.029051,-1.169312,-1.278975,-0.365231,LS,EsameMatematica,0.472438,cluster2
1142,CdS2,2016,M,-0.029051,-0.3628,-0.514568,-0.011763,LS,EsameMatematica,0.013485,cluster2
1143,CdS2,2016,F,-0.083667,-1.00801,-0.973212,0.577351,Altro,EsameMatematica,0.747809,cluster2
1144,CdS2,2016,M,-0.793673,-0.3628,-0.361687,-0.011763,TC,EsameMatematica,0.288857,cluster2
1145,CdS2,2016,F,-0.629826,-0.3628,-0.514568,0.577351,LS,EsameMatematica,0.656018,cluster0
1146,CdS2,2016,M,-0.247514,1.411528,1.320008,0.577351,IT,EsameMatematica,0.564228,cluster1
1147,CdS2,2016,F,-1.339832,-0.524102,-0.66745,0.223882,Altro,EsameMatematica,0.839599,cluster2
1148,CdS2,2016,M,-1.449064,-1.00801,-0.973212,0.341705,LS,'Non superato',-1.822323,cluster3
1149,CdS2,2016,F,-1.831375,-1.00801,-1.126094,-0.247409,IT,'Non superato',-1.822323,cluster3
1150,CdS2,2016,M,0.35326,0.28241,0.096957,0.930819,LS,EsameMatematica,1.02318,cluster0
1151,CdS2,2016,M,0.35326,0.121108,-0.055924,0.812996,LS,EsameMatematica,1.02318,cluster0
1152,CdS2,2016,M,-1.995222,-0.3628,-0.361687,0.577351,IT,'Non superato',-1.822323,cluster3
1153,CdS2,2016,M,0.844803,-1.00801,-1.126094,0.459528,LS,'Non superato',-1.822323,cluster3
1154,CdS2,2016,M,1.063266,0.28241,0.249839,0.459528,LS,EsameMatematica,0.93139,cluster0
1155,CdS2,2016,F,0.517108,-1.00801,-1.126094,0.223882,LS,EsameMatematica,0.380647,cluster2
1156,CdS2,2016,M,-1.831375,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
1157,CdS2,2016,M,-0.848289,0.28241,0.096957,0.459528,IT,EsameMatematica,0.197066,cluster0
1158,CdS2,2016,M,-0.192899,-0.524102,-0.66745,0.223882,LS,EsameMatematica,0.564228,cluster2
1159,CdS2,2016,M,1.882505,0.766318,0.555601,0.223882,IT,EsameMatematica,1.02318,cluster1
1160,CdS2,2016,M,0.025565,-0.3628,-0.514568,-0.011763,LS,EsameMatematica,0.013485,cluster2
1161,CdS2,2016,M,-0.793673,-1.00801,-1.126094,0.812996,TC,EsameMatematica,0.656018,cluster2
1162,CdS2,2016,F,-0.356746,0.766318,0.708483,0.577351,Altro,EsameMatematica,0.380647,cluster0
1163,CdS2,2016,M,0.735571,0.28241,0.40272,0.930819,LS,EsameMatematica,0.93139,cluster0
1164,CdS2,2016,M,-0.793673,-1.65322,-1.584738,-2.603863,LS,EsameMatematica,0.288857,cluster2
1165,CdS2,2016,M,-2.213686,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
1166,CdS2,2016,F,-0.465978,0.121108,0.096957,0.341705,Altro,EsameMatematica,0.472438,cluster0
1167,CdS2,2016,M,0.844803,0.121108,-0.055924,0.812996,IT,EsameMatematica,0.839599,cluster0
1168,CdS2,2016,M,-2.15907,-1.00801,-0.973212,-0.011763,LS,'Non superato',-1.822323,cluster3
1169,CdS2,2016,M,-1.995222,-1.00801,-1.126094,-0.129586,LS,EsameMatematica,0.105276,cluster2
1170,CdS2,2016,M,0.134797,1.411528,1.320008,0.341705,IT,EsameMatematica,0.472438,cluster1
1171,CdS2,2016,M,0.462492,0.121108,-0.055924,0.10606,TC,EsameMatematica,0.380647,cluster0
1172,CdS2,2016,M,0.462492,0.121108,0.096957,0.695173,TC,EsameMatematica,1.02318,cluster0
1173,CdS2,2016,M,-1.394448,-0.524102,-0.66745,0.341705,IP,'Non superato',-1.822323,cluster3
1174,CdS2,2016,M,0.735571,0.121108,-0.055924,0.930819,IT,EsameMatematica,1.02318,cluster0
1175,CdS2,2016,M,-1.339832,-1.00801,-1.126094,0.341705,LS,'Non superato',-1.822323,cluster3
1176,CdS2,2016,M,-0.629826,0.92762,0.708483,0.577351,IT,EsameMatematica,0.93139,cluster1
1177,CdS2,2016,M,0.407876,-1.00801,-1.126094,1.048642,LS,EsameMatematica,1.02318,cluster2
1178,CdS2,2016,M,0.134797,-1.00801,-1.126094,-0.129586,IT,'Non superato',-1.822323,cluster3
1179,CdS2,2016,M,-2.049838,-1.65322,-1.584738,-2.603863,TC,'Non superato',-1.822323,cluster3
1180,CdS2,2016,M,-0.902905,-0.3628,-0.514568,0.812996,Altro,EsameMatematica,0.747809,cluster0
1181,CdS2,2016,M,-1.339832,-1.65322,-1.584738,-2.603863,TC,'Non superato',-1.822323,cluster3
1182,CdS2,2016,M,-1.121368,-0.3628,-0.514568,0.577351,TC,EsameMatematica,0.839599,cluster0
1183,CdS2,2016,M,-1.722143,-1.169312,-1.278975,0.223882,LS,'Non superato',-1.822323,cluster3
1184,CdS2,2016,M,-1.449064,-1.65322,-1.431856,-2.603863,LS,'Non superato',-1.822323,cluster3
1185,CdS2,2016,M,0.080181,1.411528,1.167127,0.459528,LS,EsameMatematica,0.747809,cluster1
1186,CdS2,2016,M,2.100968,0.121108,-0.055924,0.459528,Altro,EsameMatematica,0.747809,cluster0
1187,CdS2,2016,M,-1.175984,0.28241,0.096957,0.930819,IT,EsameMatematica,0.93139,cluster0
1188,CdS2,2016,M,-0.411362,-0.3628,-0.514568,0.223882,IT,EsameMatematica,0.656018,cluster2
1189,CdS3,2016,F,-0.083667,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
1190,CdS3,2016,F,0.954035,0.605015,0.555601,-0.011763,LS,EsameMatematica,0.013485,cluster0
1191,CdS3,2016,M,0.517108,-0.040195,-0.055924,0.223882,IT,EsameMatematica,0.288857,cluster0
1192,CdS3,2016,F,-0.083667,0.92762,0.861364,-0.129586,LS,EsameMatematica,0.288857,cluster0
1193,CdS3,2016,M,0.080181,0.92762,0.861364,0.10606,LS,EsameMatematica,0.197066,cluster0
1194,CdS3,2016,F,0.080181,-0.685405,-0.66745,-0.011763,LS,'Non superato',-1.822323,cluster3
1195,CdS3,2016,M,0.790187,0.92762,0.861364,0.459528,LS,EsameMatematica,0.380647,cluster1
1196,CdS3,2016,M,0.407876,1.411528,1.320008,0.930819,LS,EsameMatematica,0.93139,cluster1
1197,CdS3,2016,F,1.390962,0.92762,0.861364,0.223882,IT,EsameMatematica,0.197066,cluster1
1198,CdS3,2016,M,0.735571,0.443713,0.40272,0.695173,LS,EsameMatematica,0.93139,cluster1
1199,CdS3,2016,M,0.844803,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
1200,CdS3,2016,F,1.063266,0.92762,0.861364,0.341705,LS,EsameMatematica,0.93139,cluster1
1201,CdS3,2016,F,-0.083667,0.121108,0.096957,0.341705,LS,EsameMatematica,0.472438,cluster0
1202,CdS3,2016,F,-1.066753,0.443713,0.40272,-0.011763,LC,EsameMatematica,0.288857,cluster0
1203,CdS3,2016,F,1.390962,0.92762,0.861364,0.459528,LS,EsameMatematica,0.288857,cluster1
1204,CdS3,2016,M,2.155584,0.92762,0.861364,0.812996,LS,EsameMatematica,0.564228,cluster1
1205,CdS3,2016,M,1.93712,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
1206,CdS3,2016,F,0.080181,0.443713,0.40272,-0.247409,LS,EsameMatematica,0.013485,cluster0
1207,CdS3,2016,M,1.008651,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
1208,CdS3,2016,F,0.244028,0.92762,0.861364,0.695173,LS,EsameMatematica,0.747809,cluster1
1209,CdS3,2016,M,0.517108,-1.169312,-1.126094,0.223882,LS,'Non superato',-1.822323,cluster3
1210,CdS3,2016,M,2.100968,1.411528,1.320008,1.048642,LS,EsameMatematica,1.02318,cluster1
1211,CdS3,2016,F,0.298644,0.92762,0.861364,0.695173,LS,EsameMatematica,0.93139,cluster1
1212,CdS3,2016,M,1.336346,1.411528,1.320008,0.930819,LS,EsameMatematica,0.747809,cluster1
1213,CdS3,2016,M,-0.793673,-0.3628,-0.514568,-0.011763,LS,EsameMatematica,0.013485,cluster2
1214,CdS3,2016,M,1.117882,0.92762,0.861364,0.812996,LS,EsameMatematica,0.93139,cluster1
