@relation dataset_preprocessed-weka.filters.unsupervised.attribute.NumericToNominal-R2_clustered

@attribute Instance_number numeric
@attribute CdS {CdS1,CdS2,CdS3}
@attribute Coorte {2010,2011,2012,2013,2014,2015,2016}
@attribute Genere {M,F}
@attribute Voto_test numeric
@attribute Crediti_convoto numeric
@attribute Crediti_totali numeric
@attribute Voto_medio numeric
@attribute Scuola_provenienza {LC,LS,TC,IT,Altro,IP}
@attribute Esame_Matematica {EsameMatematica,'Non superato'}
@attribute Voto_Matematica numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
468,CdS3,2012,F,-0.402665,0.443713,0.40272,0.10606,LS,EsameMatematica,0.288857,cluster0
469,CdS3,2012,F,0.730711,0.92762,0.861364,-0.247409,LS,EsameMatematica,0.197066,cluster0
470,CdS3,2012,F,0.730711,0.92762,0.861364,0.577351,LS,EsameMatematica,0.747809,cluster1
471,CdS3,2012,F,-0.17599,0.443713,0.40272,0.577351,LS,EsameMatematica,0.747809,cluster0
472,CdS3,2012,M,1.637412,1.411528,1.320008,0.812996,LS,EsameMatematica,0.747809,cluster1
473,CdS3,2012,F,0.957386,0.443713,0.40272,0.459528,LS,EsameMatematica,0.564228,cluster0
474,CdS3,2012,F,0.504036,-0.040195,-0.208806,0.577351,LS,EsameMatematica,0.747809,cluster0
475,CdS3,2012,F,0.504036,-0.040195,-0.055924,0.577351,Altro,EsameMatematica,0.656018,cluster0
476,CdS3,2012,M,-0.856016,-0.846707,-0.820331,-0.483054,LS,EsameMatematica,-0.170095,cluster2
477,CdS3,2012,M,-0.402665,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
478,CdS3,2012,F,1.410737,0.92762,0.708483,0.812996,LS,EsameMatematica,0.656018,cluster1
479,CdS3,2012,M,-0.629341,0.443713,0.40272,1.048642,LC,EsameMatematica,1.02318,cluster0
480,CdS3,2012,M,0.050685,0.92762,0.861364,0.223882,LC,EsameMatematica,0.472438,cluster0
481,CdS3,2012,F,0.504036,0.92762,0.708483,0.577351,LC,EsameMatematica,0.564228,cluster1
482,CdS3,2012,F,-0.402665,-0.040195,-0.208806,0.695173,LS,EsameMatematica,0.747809,cluster0
483,CdS3,2012,M,1.410737,0.443713,0.40272,0.223882,LS,EsameMatematica,0.197066,cluster0
484,CdS3,2012,F,-1.536042,-1.65322,-1.431856,-2.603863,Altro,'Non superato',-1.822323,cluster3
485,CdS1,2013,M,1.200465,0.443713,0.249839,0.10606,LS,EsameMatematica,0.197066,cluster0
486,CdS1,2013,M,-0.406954,-0.3628,0.249839,-0.247409,IT,EsameMatematica,0.013485,cluster2
487,CdS1,2013,M,-0.406954,-0.3628,0.249839,-0.247409,IT,EsameMatematica,0.013485,cluster2
488,CdS1,2013,F,-0.607882,-0.3628,-0.208806,-0.247409,Altro,'Non superato',-1.822323,cluster3
489,CdS1,2013,M,1.401392,-0.524102,-0.66745,-0.011763,LS,EsameMatematica,0.380647,cluster2
490,CdS1,2013,M,1.200465,1.411528,1.167127,0.812996,LS,EsameMatematica,0.472438,cluster1
491,CdS1,2013,M,-0.808809,0.121108,-0.055924,-0.129586,IT,EsameMatematica,0.564228,cluster0
492,CdS1,2013,F,0.999537,1.411528,1.167127,0.341705,LS,EsameMatematica,0.013485,cluster1
493,CdS1,2013,M,1.200465,1.411528,1.320008,0.223882,LS,EsameMatematica,0.197066,cluster1
494,CdS1,2013,F,-0.0051,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
495,CdS1,2013,M,1.602319,1.411528,1.320008,0.695173,LS,EsameMatematica,0.564228,cluster1
496,CdS1,2013,M,0.396755,0.443713,0.249839,0.695173,LS,EsameMatematica,0.564228,cluster0
497,CdS1,2013,F,0.999537,1.411528,1.320008,0.223882,LS,EsameMatematica,0.105276,cluster1
498,CdS1,2013,F,0.195828,0.443713,0.40272,0.10606,LS,EsameMatematica,0.656018,cluster0
499,CdS1,2013,M,-0.607882,-1.330615,-1.278975,0.341705,IT,'Non superato',-1.822323,cluster3
500,CdS1,2013,M,1.401392,1.411528,1.320008,0.930819,LS,EsameMatematica,1.02318,cluster1
501,CdS1,2013,M,-0.607882,-1.330615,-1.278975,0.341705,IT,'Non superato',-1.822323,cluster3
502,CdS1,2013,M,-0.0051,0.443713,0.40272,0.459528,LC,EsameMatematica,1.02318,cluster0
503,CdS1,2013,M,1.602319,1.411528,1.167127,0.577351,LS,EsameMatematica,0.472438,cluster1
504,CdS1,2013,F,0.195828,1.411528,1.320008,0.341705,LC,EsameMatematica,0.288857,cluster1
505,CdS1,2013,F,-0.607882,0.766318,0.708483,-0.011763,LS,EsameMatematica,-0.170095,cluster0
506,CdS1,2013,F,-1.210664,-1.65322,-1.584738,-2.603863,LC,'Non superato',-1.822323,cluster3
507,CdS1,2013,F,0.79861,1.411528,1.320008,0.695173,LS,EsameMatematica,0.747809,cluster1
508,CdS1,2013,M,1.602319,1.411528,1.320008,0.695173,LC,EsameMatematica,0.656018,cluster1
509,CdS1,2013,F,-0.406954,-0.685405,-0.820331,-0.365231,LS,EsameMatematica,-0.170095,cluster2
510,CdS1,2013,M,0.597682,0.443713,0.40272,-0.011763,IT,EsameMatematica,-0.170095,cluster0
511,CdS1,2013,M,1.200465,1.411528,1.167127,0.577351,LS,EsameMatematica,1.02318,cluster1
512,CdS1,2013,M,1.401392,-0.201497,-0.361687,0.577351,LS,EsameMatematica,0.747809,cluster0
513,CdS1,2013,F,-0.206027,1.411528,1.320008,0.223882,LS,EsameMatematica,-0.078305,cluster1
514,CdS1,2013,M,0.597682,1.411528,1.320008,0.577351,LS,EsameMatematica,0.472438,cluster1
515,CdS1,2013,F,-0.206027,0.121108,-0.055924,0.223882,LS,EsameMatematica,0.656018,cluster0
516,CdS1,2013,M,1.401392,1.411528,1.320008,0.577351,LS,EsameMatematica,1.02318,cluster1
517,CdS1,2013,F,0.195828,1.411528,1.167127,0.459528,LS,EsameMatematica,0.472438,cluster1
518,CdS1,2013,M,-0.406954,-0.3628,-0.361687,0.223882,LS,EsameMatematica,0.105276,cluster2
519,CdS1,2013,M,-0.0051,0.443713,0.249839,0.341705,LS,EsameMatematica,0.747809,cluster0
520,CdS1,2013,M,0.396755,1.088923,1.014245,0.577351,LC,EsameMatematica,0.656018,cluster1
521,CdS1,2013,M,-0.808809,-1.330615,-1.126094,0.223882,LS,'Non superato',-1.822323,cluster3
522,CdS1,2013,M,1.602319,0.766318,0.708483,0.459528,LS,EsameMatematica,0.564228,cluster1
523,CdS1,2013,F,0.396755,1.411528,1.167127,0.577351,LS,EsameMatematica,0.564228,cluster1
524,CdS1,2013,M,0.79861,1.411528,1.320008,0.10606,LS,EsameMatematica,0.105276,cluster1
525,CdS1,2013,M,0.396755,-0.040195,-0.208806,0.10606,LS,EsameMatematica,0.288857,cluster0
526,CdS1,2013,F,0.396755,1.411528,1.167127,0.223882,LS,EsameMatematica,0.013485,cluster1
527,CdS1,2013,M,1.401392,-1.330615,-1.431856,-0.129586,LS,'Non superato',-1.822323,cluster3
528,CdS1,2013,M,1.401392,0.443713,0.40272,0.341705,LS,EsameMatematica,0.747809,cluster1
529,CdS1,2013,M,0.597682,0.28241,0.40272,0.459528,LS,EsameMatematica,0.747809,cluster0
530,CdS1,2013,M,0.999537,0.766318,0.555601,0.459528,LS,EsameMatematica,0.472438,cluster1
531,CdS1,2013,F,0.195828,-0.201497,-0.361687,-0.011763,Altro,EsameMatematica,0.288857,cluster2
532,CdS1,2013,F,0.597682,0.766318,0.708483,0.10606,LC,EsameMatematica,0.472438,cluster0
533,CdS1,2013,M,0.999537,-0.201497,-0.208806,0.341705,LS,EsameMatematica,0.747809,cluster0
534,CdS1,2013,M,0.396755,-0.201497,-0.208806,0.10606,LS,EsameMatematica,0.472438,cluster0
535,CdS1,2013,M,-0.206027,0.605015,1.320008,0.223882,LC,EsameMatematica,0.013485,cluster0
536,CdS1,2013,M,-0.0051,1.088923,1.014245,0.10606,LS,EsameMatematica,0.013485,cluster0
537,CdS1,2013,M,1.401392,1.088923,1.014245,0.812996,LS,EsameMatematica,0.656018,cluster1
538,CdS1,2013,M,-0.0051,1.411528,1.320008,0.223882,IT,EsameMatematica,0.656018,cluster1
539,CdS1,2013,M,0.999537,1.411528,1.167127,0.577351,LC,EsameMatematica,0.472438,cluster1
540,CdS1,2013,M,0.999537,1.088923,1.014245,0.341705,LS,EsameMatematica,0.747809,cluster1
541,CdS1,2013,F,1.401392,-1.169312,-0.820331,0.341705,IT,EsameMatematica,0.656018,cluster2
542,CdS1,2013,M,0.195828,-0.685405,-0.66745,0.10606,LS,EsameMatematica,0.288857,cluster2
543,CdS1,2013,M,-0.0051,-0.040195,-0.208806,-0.129586,IT,EsameMatematica,-0.078305,cluster2
544,CdS1,2013,M,-1.612519,-1.00801,-1.126094,0.577351,LC,EsameMatematica,0.656018,cluster2
545,CdS2,2013,M,-1.612519,-1.00801,-1.126094,-0.011763,LC,'Non superato',-1.822323,cluster3
546,CdS2,2013,M,-1.813446,-1.65322,-1.126094,-2.603863,IT,'Non superato',-1.822323,cluster3
547,CdS2,2013,M,-0.808809,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
548,CdS2,2013,M,-0.808809,-1.00801,-0.973212,-0.129586,LS,EsameMatematica,0.105276,cluster2
549,CdS2,2013,M,-0.406954,0.92762,0.708483,0.341705,IT,EsameMatematica,0.197066,cluster0
550,CdS2,2013,M,-0.607882,-0.524102,-0.514568,0.577351,IT,EsameMatematica,0.839599,cluster0
551,CdS2,2013,M,0.195828,0.92762,0.861364,0.577351,LS,EsameMatematica,0.747809,cluster1
552,CdS2,2013,M,0.79861,-1.00801,-1.126094,0.223882,IT,EsameMatematica,0.380647,cluster2
553,CdS2,2013,M,-0.206027,0.28241,0.249839,0.10606,IT,EsameMatematica,0.380647,cluster0
554,CdS2,2013,M,-0.206027,0.28241,0.096957,0.341705,IT,EsameMatematica,0.93139,cluster0
555,CdS2,2013,F,-0.808809,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
556,CdS2,2013,M,-0.406954,0.121108,0.096957,-0.011763,IT,EsameMatematica,0.197066,cluster0
557,CdS2,2013,M,-0.808809,0.28241,0.096957,0.223882,IT,EsameMatematica,0.564228,cluster0
558,CdS2,2013,M,0.396755,1.411528,1.167127,0.930819,LS,EsameMatematica,0.93139,cluster1
559,CdS2,2013,M,0.597682,1.411528,1.320008,0.812996,Altro,EsameMatematica,1.02318,cluster1
560,CdS2,2013,M,-0.206027,0.766318,0.708483,0.577351,IT,EsameMatematica,0.93139,cluster1
561,CdS2,2013,M,-0.206027,0.766318,0.708483,0.341705,LS,'Non superato',-1.822323,cluster3
562,CdS2,2013,F,-0.406954,0.766318,0.708483,0.341705,LC,EsameMatematica,0.472438,cluster0
563,CdS2,2013,M,0.79861,0.766318,0.555601,0.341705,IT,EsameMatematica,0.472438,cluster1
564,CdS2,2013,M,-0.808809,0.766318,0.708483,0.577351,IT,EsameMatematica,0.839599,cluster0
565,CdS2,2013,M,0.597682,-0.3628,-0.514568,0.812996,LS,EsameMatematica,0.93139,cluster0
566,CdS2,2013,M,0.195828,-1.00801,-1.126094,0.930819,IT,EsameMatematica,0.564228,cluster2
567,CdS2,2013,F,-2.617155,-1.00801,-1.126094,-0.247409,Altro,'Non superato',-1.822323,cluster3
568,CdS2,2013,F,0.79861,1.411528,1.320008,0.930819,LS,EsameMatematica,1.02318,cluster1
569,CdS2,2013,M,0.79861,0.92762,0.861364,0.695173,Altro,EsameMatematica,0.93139,cluster1
570,CdS2,2013,M,-0.406954,-0.3628,-0.361687,0.341705,IT,EsameMatematica,0.288857,cluster2
571,CdS2,2013,M,-0.607882,0.28241,0.249839,0.695173,Altro,EsameMatematica,0.839599,cluster0
572,CdS2,2013,M,-1.009737,0.28241,0.096957,0.812996,IT,EsameMatematica,0.839599,cluster0
573,CdS2,2013,F,-1.411591,0.28241,0.249839,0.223882,Altro,EsameMatematica,0.288857,cluster0
574,CdS2,2013,M,0.195828,1.411528,1.167127,0.577351,IT,EsameMatematica,0.93139,cluster1
575,CdS2,2013,M,-0.206027,0.92762,0.708483,0.459528,IT,EsameMatematica,0.93139,cluster1
576,CdS2,2013,M,-1.009737,0.28241,0.096957,0.10606,IT,EsameMatematica,0.564228,cluster0
577,CdS2,2013,F,-1.009737,-1.00801,-1.126094,0.341705,IT,'Non superato',-1.822323,cluster3
578,CdS2,2013,M,-1.009737,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
579,CdS2,2013,F,-0.406954,-1.00801,-0.973212,0.577351,LS,'Non superato',-1.822323,cluster3
580,CdS2,2013,M,1.602319,1.411528,1.320008,1.048642,IT,EsameMatematica,1.02318,cluster1
581,CdS2,2013,F,-1.009737,-1.00801,-0.973212,0.577351,LS,EsameMatematica,0.656018,cluster2
582,CdS2,2013,M,-0.406954,0.92762,0.861364,0.695173,LS,EsameMatematica,0.93139,cluster1
583,CdS2,2013,M,-2.416228,-0.3628,-0.514568,0.10606,LS,EsameMatematica,0.380647,cluster2
584,CdS2,2013,M,-0.0051,0.92762,0.708483,0.10606,IT,EsameMatematica,0.380647,cluster0
585,CdS2,2013,M,-1.009737,0.28241,0.249839,0.10606,IT,EsameMatematica,0.656018,cluster0
586,CdS2,2013,M,-0.406954,-0.3628,-0.361687,0.577351,IT,EsameMatematica,0.656018,cluster0
587,CdS2,2013,M,0.195828,-0.3628,-0.361687,0.341705,IT,EsameMatematica,0.288857,cluster2
588,CdS2,2013,M,-0.0051,1.411528,1.167127,0.223882,IT,EsameMatematica,0.564228,cluster1
589,CdS2,2013,M,-1.813446,-0.3628,-0.361687,0.459528,IT,EsameMatematica,0.93139,cluster0
590,CdS2,2013,M,-1.009737,0.92762,0.861364,0.577351,IT,EsameMatematica,0.93139,cluster0
591,CdS2,2013,F,1.401392,1.411528,1.320008,0.812996,LS,EsameMatematica,1.02318,cluster1
592,CdS2,2013,M,0.396755,0.28241,0.096957,0.930819,IT,EsameMatematica,0.747809,cluster0
593,CdS2,2013,F,-1.813446,-1.65322,-1.431856,-2.603863,Altro,'Non superato',-1.822323,cluster3
594,CdS2,2013,M,0.195828,1.411528,1.320008,0.341705,IT,EsameMatematica,0.93139,cluster1
595,CdS2,2013,M,-0.607882,-0.524102,-0.514568,0.577351,IT,EsameMatematica,0.747809,cluster2
596,CdS2,2013,M,0.396755,0.121108,0.096957,0.577351,IT,EsameMatematica,0.93139,cluster0
597,CdS2,2013,M,0.597682,1.411528,1.320008,0.341705,IT,EsameMatematica,0.839599,cluster1
598,CdS2,2013,F,-1.612519,0.28241,0.249839,0.10606,IT,EsameMatematica,0.472438,cluster0
599,CdS2,2013,M,-0.406954,-1.65322,-1.431856,-2.603863,LS,'Non superato',-1.822323,cluster3
600,CdS2,2013,M,-2.416228,-1.65322,-1.431856,-2.603863,LS,'Non superato',-1.822323,cluster3
601,CdS2,2013,F,-0.406954,0.121108,0.096957,-0.011763,Altro,EsameMatematica,0.564228,cluster0
602,CdS2,2013,F,-0.808809,0.766318,0.555601,0.459528,Altro,EsameMatematica,0.656018,cluster0
603,CdS2,2013,M,-0.0051,0.28241,0.096957,0.223882,Altro,EsameMatematica,0.564228,cluster0
604,CdS2,2013,M,0.195828,-0.3628,-0.361687,0.577351,IT,EsameMatematica,0.380647,cluster0
605,CdS2,2013,M,-1.813446,-1.00801,-0.973212,0.10606,IT,EsameMatematica,0.472438,cluster2
606,CdS2,2013,M,-0.406954,0.92762,0.708483,0.459528,Altro,EsameMatematica,0.472438,cluster0
607,CdS2,2013,M,-0.808809,0.28241,0.096957,0.223882,IT,EsameMatematica,0.013485,cluster0
608,CdS2,2013,M,-0.0051,1.411528,1.167127,0.695173,LS,EsameMatematica,0.93139,cluster1
609,CdS2,2013,F,-2.215301,-1.00801,-0.973212,-0.129586,Altro,'Non superato',-1.822323,cluster3
610,CdS2,2013,F,-2.014373,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
611,CdS2,2013,M,-1.210664,-0.3628,-0.514568,0.10606,IT,EsameMatematica,0.288857,cluster2
612,CdS2,2013,F,-1.009737,-1.00801,-0.973212,-0.483054,LS,'Non superato',-1.822323,cluster3
613,CdS2,2013,M,-0.206027,-0.3628,-0.208806,-0.011763,IT,EsameMatematica,-0.170095,cluster2
614,CdS2,2013,M,-0.808809,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
615,CdS2,2013,M,-1.411591,-0.3628,-0.361687,0.341705,IT,EsameMatematica,0.288857,cluster2
616,CdS2,2013,M,0.195828,0.121108,0.096957,0.459528,IT,EsameMatematica,0.656018,cluster0
617,CdS2,2013,M,-1.210664,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
618,CdS2,2013,M,-1.009737,-1.00801,-1.126094,0.223882,LS,'Non superato',-1.822323,cluster3
619,CdS2,2013,M,-1.210664,-1.00801,-0.973212,-0.129586,IT,'Non superato',-1.822323,cluster3
620,CdS2,2013,M,-1.210664,0.28241,0.096957,0.812996,LS,EsameMatematica,0.93139,cluster0
621,CdS2,2013,M,-1.411591,-1.00801,-0.973212,0.10606,IT,EsameMatematica,0.288857,cluster2
622,CdS2,2013,M,-1.210664,-0.524102,-0.66745,-0.011763,IT,'Non superato',-1.822323,cluster3
623,CdS2,2013,M,-1.009737,-0.3628,-0.514568,0.10606,IT,EsameMatematica,0.380647,cluster2
624,CdS2,2013,M,-1.612519,0.28241,0.096957,0.10606,IT,EsameMatematica,0.013485,cluster0
625,CdS2,2013,M,1.401392,-0.3628,-0.514568,0.10606,LS,EsameMatematica,0.472438,cluster0
626,CdS2,2013,M,-1.813446,-1.00801,-0.973212,-0.247409,IT,EsameMatematica,0.380647,cluster2
627,CdS2,2013,M,0.195828,0.92762,0.861364,0.812996,Altro,EsameMatematica,0.93139,cluster1
628,CdS2,2013,M,-0.808809,-0.3628,-0.514568,0.577351,LS,EsameMatematica,0.839599,cluster0
629,CdS2,2013,M,-0.0051,-0.3628,-0.514568,0.577351,LC,EsameMatematica,0.380647,cluster0
630,CdS2,2013,M,-0.607882,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
631,CdS2,2013,F,-1.411591,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
632,CdS2,2013,M,-1.009737,-0.3628,-0.361687,0.10606,IT,EsameMatematica,0.380647,cluster2
633,CdS2,2013,F,-1.612519,-1.00801,-1.126094,0.341705,Altro,EsameMatematica,0.747809,cluster2
634,CdS3,2013,M,1.602319,0.443713,0.249839,0.459528,IT,EsameMatematica,0.564228,cluster1
635,CdS3,2013,M,1.602319,0.92762,0.861364,1.048642,LS,EsameMatematica,1.02318,cluster1
636,CdS3,2013,M,1.602319,1.411528,1.320008,0.695173,Altro,EsameMatematica,0.93139,cluster1
637,CdS3,2013,F,-0.0051,-1.65322,-1.431856,-2.603863,Altro,'Non superato',-1.822323,cluster3
638,CdS3,2013,M,-0.206027,-0.040195,-0.055924,0.341705,LS,EsameMatematica,0.288857,cluster0
639,CdS3,2013,F,0.597682,-0.040195,-0.055924,0.459528,LS,EsameMatematica,0.288857,cluster0
640,CdS3,2013,F,0.79861,0.443713,0.40272,0.459528,LS,EsameMatematica,0.564228,cluster0
641,CdS3,2013,M,1.401392,0.92762,0.861364,0.930819,LS,EsameMatematica,0.839599,cluster1
642,CdS3,2013,M,1.401392,1.411528,1.167127,0.695173,LS,EsameMatematica,0.93139,cluster1
643,CdS3,2013,M,1.401392,1.411528,1.320008,0.812996,Altro,EsameMatematica,0.93139,cluster1
644,CdS3,2013,F,-0.406954,-0.040195,0.861364,-0.011763,LS,EsameMatematica,0.288857,cluster0
645,CdS3,2013,F,-0.0051,0.92762,0.861364,0.577351,LS,EsameMatematica,0.656018,cluster1
646,CdS3,2013,M,0.999537,-0.846707,-0.973212,0.223882,LS,EsameMatematica,0.105276,cluster2
647,CdS3,2013,F,-0.607882,-0.040195,-0.208806,0.577351,LS,EsameMatematica,0.93139,cluster0
648,CdS3,2013,F,-1.009737,-0.846707,-0.820331,-0.365231,Altro,EsameMatematica,0.105276,cluster2
649,CdS3,2013,M,0.396755,1.411528,1.320008,0.341705,LS,EsameMatematica,0.380647,cluster1
650,CdS3,2013,F,1.401392,0.443713,0.40272,-0.011763,LS,EsameMatematica,0.197066,cluster0
651,CdS3,2013,F,1.401392,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
652,CdS3,2013,M,0.396755,-0.3628,0.555601,-0.011763,LS,'Non superato',-1.822323,cluster3
653,CdS3,2013,F,0.999537,0.92762,0.861364,0.10606,LS,EsameMatematica,-0.170095,cluster0
654,CdS3,2013,M,0.79861,0.443713,0.40272,0.10606,LS,EsameMatematica,0.472438,cluster0
655,CdS3,2013,M,0.999537,-1.169312,-1.126094,-0.365231,LS,'Non superato',-1.822323,cluster3
656,CdS3,2013,M,1.602319,-1.169312,-0.055924,-0.365231,LS,'Non superato',-1.822323,cluster3
657,CdS3,2013,M,-0.0051,0.443713,0.40272,0.223882,IT,EsameMatematica,0.197066,cluster0
658,CdS3,2013,M,1.401392,0.92762,0.861364,0.577351,LS,EsameMatematica,0.747809,cluster1
659,CdS3,2013,M,-0.406954,-0.040195,-0.055924,-0.129586,LS,EsameMatematica,0.197066,cluster2
660,CdS3,2013,F,-0.406954,-0.040195,-0.055924,0.341705,LS,EsameMatematica,0.656018,cluster0
661,CdS3,2013,M,1.200465,0.92762,0.708483,0.812996,LS,EsameMatematica,0.839599,cluster1
662,CdS3,2013,F,1.602319,0.443713,0.40272,0.223882,LS,EsameMatematica,0.013485,cluster0
663,CdS3,2013,F,0.999537,0.92762,0.708483,0.341705,LS,EsameMatematica,0.747809,cluster1
664,CdS3,2013,F,-0.607882,-0.040195,-0.208806,-0.365231,IT,EsameMatematica,-0.170095,cluster2
665,CdS3,2013,M,0.396755,0.443713,0.249839,-0.129586,LS,EsameMatematica,0.288857,cluster0
666,CdS3,2013,M,0.195828,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
667,CdS3,2013,F,-0.406954,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
668,CdS3,2013,M,0.396755,0.443713,1.47289,0.341705,IT,EsameMatematica,0.105276,cluster0
669,CdS3,2013,M,0.396755,0.443713,1.47289,0.341705,IT,EsameMatematica,0.472438,cluster0
670,CdS3,2013,M,0.79861,0.92762,0.861364,0.695173,LS,EsameMatematica,0.93139,cluster1
671,CdS3,2013,F,-0.607882,-0.846707,-0.820331,0.10606,LS,'Non superato',-1.822323,cluster3
672,CdS3,2013,M,1.200465,-0.3628,-0.514568,-0.011763,LS,EsameMatematica,0.288857,cluster2
673,CdS3,2013,F,0.597682,-0.040195,-0.055924,0.10606,LS,EsameMatematica,0.380647,cluster0
674,CdS3,2013,M,1.200465,0.443713,0.40272,0.10606,LS,EsameMatematica,0.105276,cluster0
675,CdS3,2013,F,0.396755,0.443713,1.47289,0.577351,LS,EsameMatematica,0.747809,cluster0
676,CdS3,2013,F,0.396755,0.443713,1.47289,0.577351,LS,EsameMatematica,0.656018,cluster0
677,CdS3,2013,F,-0.206027,-0.040195,-0.055924,-0.129586,LS,EsameMatematica,-0.078305,cluster2
678,CdS3,2013,F,0.396755,-0.846707,-0.820331,-0.247409,IT,EsameMatematica,0.013485,cluster2
679,CdS3,2013,F,-1.813446,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
680,CdS3,2013,M,0.396755,0.443713,0.40272,0.695173,LS,EsameMatematica,0.839599,cluster0
681,CdS3,2013,M,1.602319,0.92762,0.708483,0.341705,IT,EsameMatematica,0.472438,cluster1
682,CdS1,2014,F,0.930554,-0.524102,-0.66745,-0.129586,LS,EsameMatematica,0.013485,cluster2
683,CdS1,2014,F,0.359347,-0.846707,-0.820331,0.459528,LS,EsameMatematica,0.380647,cluster2
684,CdS1,2014,M,1.501761,1.411528,1.320008,0.930819,LS,EsameMatematica,1.02318,cluster1
685,CdS1,2014,M,1.501761,1.411528,1.320008,0.577351,LS,EsameMatematica,0.656018,cluster1
686,CdS1,2014,M,1.501761,1.411528,1.320008,0.812996,LS,EsameMatematica,0.656018,cluster1
687,CdS1,2014,M,-0.021457,-0.3628,-0.514568,0.10606,LS,'Non superato',-1.822323,cluster3
688,CdS1,2014,M,0.930554,0.605015,0.40272,0.10606,LS,EsameMatematica,0.197066,cluster0
689,CdS1,2014,M,1.311358,-0.201497,-0.208806,0.341705,LS,EsameMatematica,0.288857,cluster0
690,CdS1,2014,M,-0.211859,-1.65322,-1.431856,-2.603863,LS,'Non superato',-1.822323,cluster3
691,CdS1,2014,F,1.120956,1.411528,1.320008,0.577351,LS,EsameMatematica,0.656018,cluster1
692,CdS1,2014,M,1.501761,1.411528,1.320008,0.695173,LS,EsameMatematica,0.656018,cluster1
693,CdS1,2014,F,1.120956,1.411528,1.320008,0.930819,LS,EsameMatematica,0.93139,cluster1
694,CdS1,2014,F,1.311358,1.088923,0.861364,0.223882,LC,EsameMatematica,-0.078305,cluster1
695,CdS1,2014,M,1.311358,1.411528,1.320008,0.577351,LS,EsameMatematica,0.380647,cluster1
696,CdS1,2014,F,1.120956,0.766318,0.708483,0.577351,LS,EsameMatematica,0.564228,cluster1
697,CdS1,2014,F,0.930554,0.766318,0.555601,0.341705,LS,EsameMatematica,0.656018,cluster1
698,CdS1,2014,M,1.120956,-0.846707,-0.973212,0.459528,Altro,EsameMatematica,0.747809,cluster2
699,CdS1,2014,M,0.549749,1.411528,1.320008,0.459528,LS,EsameMatematica,0.380647,cluster1
700,CdS1,2014,M,0.930554,1.411528,1.320008,0.695173,LS,EsameMatematica,0.747809,cluster1
701,CdS1,2014,M,0.930554,1.088923,0.861364,0.10606,LS,EsameMatematica,0.288857,cluster1
702,CdS1,2014,M,-0.402262,-0.524102,-0.157845,-0.129586,TC,EsameMatematica,0.288857,cluster2
703,CdS1,2014,M,0.359347,-0.201497,-0.208806,-0.247409,LS,EsameMatematica,-0.170095,cluster2
704,CdS1,2014,M,-0.973468,0.443713,0.40272,0.341705,TC,EsameMatematica,0.472438,cluster0
705,CdS1,2014,F,1.120956,1.088923,1.014245,0.459528,LS,EsameMatematica,0.564228,cluster1
706,CdS1,2014,F,-0.592664,-1.169312,-1.278975,-0.247409,LS,'Non superato',-1.822323,cluster3
707,CdS1,2014,F,-0.783066,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
708,CdS1,2014,M,0.549749,0.766318,0.555601,0.223882,LS,EsameMatematica,0.472438,cluster0
709,CdS1,2014,M,0.740152,1.411528,1.320008,0.577351,LS,EsameMatematica,0.656018,cluster1
710,CdS1,2014,M,0.930554,0.121108,-0.055924,-0.129586,LS,EsameMatematica,-0.170095,cluster0
711,CdS1,2014,M,0.168945,0.766318,0.708483,0.223882,LS,EsameMatematica,0.197066,cluster0
712,CdS1,2014,M,1.501761,1.411528,1.320008,0.930819,LS,EsameMatematica,1.02318,cluster1
713,CdS1,2014,F,1.120956,1.411528,1.320008,0.341705,LS,EsameMatematica,0.013485,cluster1
714,CdS1,2014,M,0.359347,-0.685405,-0.820331,0.223882,LS,EsameMatematica,0.380647,cluster2
715,CdS1,2014,F,0.359347,-0.685405,-0.66745,-0.011763,LS,EsameMatematica,0.013485,cluster2
716,CdS1,2014,F,-1.163871,-1.169312,-1.278975,-0.129586,Altro,EsameMatematica,-0.170095,cluster2
717,CdS1,2014,M,0.168945,0.121108,-0.055924,-0.129586,LS,EsameMatematica,-0.170095,cluster0
718,CdS1,2014,M,0.740152,-1.330615,-1.431856,0.695173,IT,'Non superato',-1.822323,cluster3
